1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.16939890710382516,0,0,0.22950819672131148,0.2677595628415301,0,0,0.092896174863388,0,0.15300546448087435,0,0,0,0,0,0.08743169398907105
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0
